2022-06-07 12:12:20,778 [TRAIN] Iteration 0 | loss 1.707965 | accuracy 25.000000
2022-06-07 12:17:44,551 [TRAIN] Iteration 8090 | loss 0.347956 | accuracy 86.813188
0607 12:17:44 PM [TRAIN] Iteration 8090 | loss 0.347956 | accuracy 86.813188
2022-06-07 12:17:44,582 [TRAIN] Iteration 8091 | loss 0.345441 | accuracy 86.956523
0607 12:17:44 PM [TRAIN] Iteration 8091 | loss 0.345441 | accuracy 86.956523
2022-06-07 12:17:44,613 [TRAIN] Iteration 8092 | loss 0.345134 | accuracy 86.989249
0607 12:17:44 PM [TRAIN] Iteration 8092 | loss 0.345134 | accuracy 86.989249
2022-06-07 12:17:44,645 [TRAIN] Iteration 8093 | loss 0.353681 | accuracy 86.702129
0607 12:17:44 PM [TRAIN] Iteration 8093 | loss 0.353681 | accuracy 86.702129
2022-06-07 12:17:44,680 [TRAIN] Iteration 8094 | loss 0.352102 | accuracy 86.736844
0607 12:17:44 PM [TRAIN] Iteration 8094 | loss 0.352102 | accuracy 86.736844
2022-06-07 12:17:44,713 [TRAIN] Iteration 8095 | loss 0.354086 | accuracy 86.614585
0607 12:17:44 PM [TRAIN] Iteration 8095 | loss 0.354086 | accuracy 86.614585
2022-06-07 12:17:44,744 [TRAIN] Iteration 8096 | loss 0.352756 | accuracy 86.701032
0607 12:17:44 PM [TRAIN] Iteration 8096 | loss 0.352756 | accuracy 86.701032
2022-06-07 12:17:44,774 [TRAIN] Iteration 8097 | loss 0.354094 | accuracy 86.632655
0607 12:17:44 PM [TRAIN] Iteration 8097 | loss 0.354094 | accuracy 86.632655
2022-06-07 12:17:44,808 [TRAIN] Iteration 8098 | loss 0.354871 | accuracy 86.565658
0607 12:17:44 PM [TRAIN] Iteration 8098 | loss 0.354871 | accuracy 86.565658
2022-06-07 12:17:44,840 [TRAIN] Iteration 8099 | loss 0.355120 | accuracy 86.550002
0607 12:17:44 PM [TRAIN] Iteration 8099 | loss 0.355120 | accuracy 86.550002
2022-06-07 12:17:44,870 [TRAIN] Iteration 8100 | loss 0.356951 | accuracy 86.534655
0607 12:17:44 PM [TRAIN] Iteration 8100 | loss 0.356951 | accuracy 86.534655
2022-06-07 12:17:44,906 [TRAIN] Iteration 8101 | loss 0.357786 | accuracy 86.568629
0607 12:17:44 PM [TRAIN] Iteration 8101 | loss 0.357786 | accuracy 86.568629
2022-06-07 12:17:44,941 [TRAIN] Iteration 8102 | loss 0.359706 | accuracy 86.456312
0607 12:17:44 PM [TRAIN] Iteration 8102 | loss 0.359706 | accuracy 86.456312
2022-06-07 12:17:44,975 [TRAIN] Iteration 8103 | loss 0.358275 | accuracy 86.490386
0607 12:17:44 PM [TRAIN] Iteration 8103 | loss 0.358275 | accuracy 86.490386
2022-06-07 12:17:45,010 [TRAIN] Iteration 8104 | loss 0.358008 | accuracy 86.476192
0607 12:17:45 PM [TRAIN] Iteration 8104 | loss 0.358008 | accuracy 86.476192
2022-06-07 12:17:45,043 [TRAIN] Iteration 8105 | loss 0.359697 | accuracy 86.367926
0607 12:17:45 PM [TRAIN] Iteration 8105 | loss 0.359697 | accuracy 86.367926
2022-06-07 12:17:45,076 [TRAIN] Iteration 8106 | loss 0.359221 | accuracy 86.355142
0607 12:17:45 PM [TRAIN] Iteration 8106 | loss 0.359221 | accuracy 86.355142
2022-06-07 12:17:45,108 [TRAIN] Iteration 8107 | loss 0.361374 | accuracy 86.342594
0607 12:17:45 PM [TRAIN] Iteration 8107 | loss 0.361374 | accuracy 86.342594
2022-06-07 12:17:45,146 [TRAIN] Iteration 8108 | loss 0.364242 | accuracy 86.238534
0607 12:17:45 PM [TRAIN] Iteration 8108 | loss 0.364242 | accuracy 86.238534
2022-06-07 12:17:45,177 [TRAIN] Iteration 8109 | loss 0.365063 | accuracy 86.227274
0607 12:17:45 PM [TRAIN] Iteration 8109 | loss 0.365063 | accuracy 86.227274
2022-06-07 12:17:45,208 [TRAIN] Iteration 8110 | loss 0.365802 | accuracy 86.216218
0607 12:17:45 PM [TRAIN] Iteration 8110 | loss 0.365802 | accuracy 86.216218
2022-06-07 12:17:45,239 [TRAIN] Iteration 8111 | loss 0.364292 | accuracy 86.250002
0607 12:17:45 PM [TRAIN] Iteration 8111 | loss 0.364292 | accuracy 86.250002
2022-06-07 12:17:45,270 [TRAIN] Iteration 8112 | loss 0.364067 | accuracy 86.238940
0607 12:17:45 PM [TRAIN] Iteration 8112 | loss 0.364067 | accuracy 86.238940
2022-06-07 12:17:45,301 [TRAIN] Iteration 8113 | loss 0.362231 | accuracy 86.315791
0607 12:17:45 PM [TRAIN] Iteration 8113 | loss 0.362231 | accuracy 86.315791
2022-06-07 12:17:45,333 [TRAIN] Iteration 8114 | loss 0.361010 | accuracy 86.391306
0607 12:17:45 PM [TRAIN] Iteration 8114 | loss 0.361010 | accuracy 86.391306
2022-06-07 12:17:45,363 [TRAIN] Iteration 8115 | loss 0.362670 | accuracy 86.293105
0607 12:17:45 PM [TRAIN] Iteration 8115 | loss 0.362670 | accuracy 86.293105
2022-06-07 12:17:45,393 [TRAIN] Iteration 8116 | loss 0.364490 | accuracy 86.282053
0607 12:17:45 PM [TRAIN] Iteration 8116 | loss 0.364490 | accuracy 86.282053
2022-06-07 12:17:45,426 [TRAIN] Iteration 8117 | loss 0.365359 | accuracy 86.186442
0607 12:17:45 PM [TRAIN] Iteration 8117 | loss 0.365359 | accuracy 86.186442
2022-06-07 12:17:45,456 [TRAIN] Iteration 8118 | loss 0.363717 | accuracy 86.260506
0607 12:17:45 PM [TRAIN] Iteration 8118 | loss 0.363717 | accuracy 86.260506
2022-06-07 12:17:45,487 [TRAIN] Iteration 8119 | loss 0.363191 | accuracy 86.208335
0607 12:17:45 PM [TRAIN] Iteration 8119 | loss 0.363191 | accuracy 86.208335
2022-06-07 12:17:45,520 [TRAIN] Iteration 8120 | loss 0.361560 | accuracy 86.280993
0607 12:17:45 PM [TRAIN] Iteration 8120 | loss 0.361560 | accuracy 86.280993
2022-06-07 12:17:45,552 [TRAIN] Iteration 8121 | loss 0.360870 | accuracy 86.270493
0607 12:17:45 PM [TRAIN] Iteration 8121 | loss 0.360870 | accuracy 86.270493
2022-06-07 12:17:45,583 [TRAIN] Iteration 8122 | loss 0.364290 | accuracy 86.178863
0607 12:17:45 PM [TRAIN] Iteration 8122 | loss 0.364290 | accuracy 86.178863
2022-06-07 12:17:45,614 [TRAIN] Iteration 8123 | loss 0.364449 | accuracy 86.209679
0607 12:17:45 PM [TRAIN] Iteration 8123 | loss 0.364449 | accuracy 86.209679
2022-06-07 12:17:45,646 [TRAIN] Iteration 8124 | loss 0.362947 | accuracy 86.280002
0607 12:17:45 PM [TRAIN] Iteration 8124 | loss 0.362947 | accuracy 86.280002
2022-06-07 12:17:45,679 [TRAIN] Iteration 8125 | loss 0.361460 | accuracy 86.388890
0607 12:17:45 PM [TRAIN] Iteration 8125 | loss 0.361460 | accuracy 86.388890
2022-06-07 12:17:45,713 [TRAIN] Iteration 8126 | loss 0.363092 | accuracy 86.377954
0607 12:17:45 PM [TRAIN] Iteration 8126 | loss 0.363092 | accuracy 86.377954
2022-06-07 12:17:45,747 [TRAIN] Iteration 8127 | loss 0.363299 | accuracy 86.406252
0607 12:17:45 PM [TRAIN] Iteration 8127 | loss 0.363299 | accuracy 86.406252
2022-06-07 12:17:45,779 [TRAIN] Iteration 8128 | loss 0.361576 | accuracy 86.472870
0607 12:17:45 PM [TRAIN] Iteration 8128 | loss 0.361576 | accuracy 86.472870
2022-06-07 12:17:45,810 [TRAIN] Iteration 8129 | loss 0.359706 | accuracy 86.538463
0607 12:17:45 PM [TRAIN] Iteration 8129 | loss 0.359706 | accuracy 86.538463
2022-06-07 12:17:45,842 [TRAIN] Iteration 8130 | loss 0.360243 | accuracy 86.526719
0607 12:17:45 PM [TRAIN] Iteration 8130 | loss 0.360243 | accuracy 86.526719
2022-06-07 12:17:45,873 [TRAIN] Iteration 8131 | loss 0.359979 | accuracy 86.439395
0607 12:17:45 PM [TRAIN] Iteration 8131 | loss 0.359979 | accuracy 86.439395
2022-06-07 12:17:45,906 [TRAIN] Iteration 8132 | loss 0.359771 | accuracy 86.428573
0607 12:17:45 PM [TRAIN] Iteration 8132 | loss 0.359771 | accuracy 86.428573
2022-06-07 12:17:45,938 [TRAIN] Iteration 8133 | loss 0.361160 | accuracy 86.380599
0607 12:17:45 PM [TRAIN] Iteration 8133 | loss 0.361160 | accuracy 86.380599
2022-06-07 12:17:45,970 [TRAIN] Iteration 8134 | loss 0.361422 | accuracy 86.407409
0607 12:17:45 PM [TRAIN] Iteration 8134 | loss 0.361422 | accuracy 86.407409
2022-06-07 12:17:46,001 [TRAIN] Iteration 8135 | loss 0.360688 | accuracy 86.433825
0607 12:17:46 PM [TRAIN] Iteration 8135 | loss 0.360688 | accuracy 86.433825
2022-06-07 12:17:46,034 [TRAIN] Iteration 8136 | loss 0.360355 | accuracy 86.459856
0607 12:17:46 PM [TRAIN] Iteration 8136 | loss 0.360355 | accuracy 86.459856
2022-06-07 12:17:46,066 [TRAIN] Iteration 8137 | loss 0.359911 | accuracy 86.485509
0607 12:17:46 PM [TRAIN] Iteration 8137 | loss 0.359911 | accuracy 86.485509
2022-06-07 12:17:46,100 [TRAIN] Iteration 8138 | loss 0.360214 | accuracy 86.438850
0607 12:17:46 PM [TRAIN] Iteration 8138 | loss 0.360214 | accuracy 86.438850
2022-06-07 12:17:46,132 [TRAIN] Iteration 8139 | loss 0.361631 | accuracy 86.464287
0607 12:17:46 PM [TRAIN] Iteration 8139 | loss 0.361631 | accuracy 86.464287
2022-06-07 12:17:46,162 [TRAIN] Iteration 8140 | loss 0.364215 | accuracy 86.382980
0607 12:17:46 PM [TRAIN] Iteration 8140 | loss 0.364215 | accuracy 86.382980
2022-06-07 12:17:46,195 [TRAIN] Iteration 8141 | loss 0.364118 | accuracy 86.408452
0607 12:17:46 PM [TRAIN] Iteration 8141 | loss 0.364118 | accuracy 86.408452
2022-06-07 12:17:46,227 [TRAIN] Iteration 8142 | loss 0.364769 | accuracy 86.398603
0607 12:17:46 PM [TRAIN] Iteration 8142 | loss 0.364769 | accuracy 86.398603
2022-06-07 12:17:46,259 [TRAIN] Iteration 8143 | loss 0.365088 | accuracy 86.388890
0607 12:17:46 PM [TRAIN] Iteration 8143 | loss 0.365088 | accuracy 86.388890
2022-06-07 12:17:46,293 [TRAIN] Iteration 8144 | loss 0.364436 | accuracy 86.448277
0607 12:17:46 PM [TRAIN] Iteration 8144 | loss 0.364436 | accuracy 86.448277
2022-06-07 12:17:46,326 [TRAIN] Iteration 8145 | loss 0.365102 | accuracy 86.438358
0607 12:17:46 PM [TRAIN] Iteration 8145 | loss 0.365102 | accuracy 86.438358
2022-06-07 12:17:46,357 [TRAIN] Iteration 8146 | loss 0.365105 | accuracy 86.394559
0607 12:17:46 PM [TRAIN] Iteration 8146 | loss 0.365105 | accuracy 86.394559
2022-06-07 12:17:46,388 [TRAIN] Iteration 8147 | loss 0.366426 | accuracy 86.351353
0607 12:17:46 PM [TRAIN] Iteration 8147 | loss 0.366426 | accuracy 86.351353
2022-06-07 12:17:46,420 [TRAIN] Iteration 8148 | loss 0.365604 | accuracy 86.375840
0607 12:17:46 PM [TRAIN] Iteration 8148 | loss 0.365604 | accuracy 86.375840
2022-06-07 12:17:46,450 [TRAIN] Iteration 8149 | loss 0.365542 | accuracy 86.366668
0607 12:17:46 PM [TRAIN] Iteration 8149 | loss 0.365542 | accuracy 86.366668
2022-06-07 12:17:46,481 [TRAIN] Iteration 8150 | loss 0.364231 | accuracy 86.390730
0607 12:17:46 PM [TRAIN] Iteration 8150 | loss 0.364231 | accuracy 86.390730
2022-06-07 12:17:46,513 [TRAIN] Iteration 8151 | loss 0.364180 | accuracy 86.414475
0607 12:17:46 PM [TRAIN] Iteration 8151 | loss 0.364180 | accuracy 86.414475
2022-06-07 12:17:46,543 [TRAIN] Iteration 8152 | loss 0.365731 | accuracy 86.372551
0607 12:17:46 PM [TRAIN] Iteration 8152 | loss 0.365731 | accuracy 86.372551
2022-06-07 12:17:46,575 [TRAIN] Iteration 8153 | loss 0.366317 | accuracy 86.396105
0607 12:17:46 PM [TRAIN] Iteration 8153 | loss 0.366317 | accuracy 86.396105
2022-06-07 12:17:46,608 [TRAIN] Iteration 8154 | loss 0.365774 | accuracy 86.419356
0607 12:17:46 PM [TRAIN] Iteration 8154 | loss 0.365774 | accuracy 86.419356
2022-06-07 12:17:46,638 [TRAIN] Iteration 8155 | loss 0.365016 | accuracy 86.442309
0607 12:17:46 PM [TRAIN] Iteration 8155 | loss 0.365016 | accuracy 86.442309
2022-06-07 12:17:46,667 [TRAIN] Iteration 8156 | loss 0.363632 | accuracy 86.464970
0607 12:17:46 PM [TRAIN] Iteration 8156 | loss 0.363632 | accuracy 86.464970
2022-06-07 12:17:46,699 [TRAIN] Iteration 8157 | loss 0.363787 | accuracy 86.455698
0607 12:17:46 PM [TRAIN] Iteration 8157 | loss 0.363787 | accuracy 86.455698
2022-06-07 12:17:46,730 [TRAIN] Iteration 8158 | loss 0.365057 | accuracy 86.383649
0607 12:17:46 PM [TRAIN] Iteration 8158 | loss 0.365057 | accuracy 86.383649
2022-06-07 12:17:46,760 [TRAIN] Iteration 8159 | loss 0.369448 | accuracy 86.312502
0607 12:17:46 PM [TRAIN] Iteration 8159 | loss 0.369448 | accuracy 86.312502
2022-06-07 12:17:46,791 [TRAIN] Iteration 8160 | loss 0.368072 | accuracy 86.366461
0607 12:17:46 PM [TRAIN] Iteration 8160 | loss 0.368072 | accuracy 86.366461
2022-06-07 12:17:46,822 [TRAIN] Iteration 8161 | loss 0.368440 | accuracy 86.388890
0607 12:17:46 PM [TRAIN] Iteration 8161 | loss 0.368440 | accuracy 86.388890
2022-06-07 12:17:46,851 [TRAIN] Iteration 8162 | loss 0.368497 | accuracy 86.380370
0607 12:17:46 PM [TRAIN] Iteration 8162 | loss 0.368497 | accuracy 86.380370
2022-06-07 12:17:46,882 [TRAIN] Iteration 8163 | loss 0.368319 | accuracy 86.371953
0607 12:17:46 PM [TRAIN] Iteration 8163 | loss 0.368319 | accuracy 86.371953
2022-06-07 12:17:46,918 [TRAIN] Iteration 8164 | loss 0.368313 | accuracy 86.363638
0607 12:17:46 PM [TRAIN] Iteration 8164 | loss 0.368313 | accuracy 86.363638
2022-06-07 12:17:46,949 [TRAIN] Iteration 8165 | loss 0.368641 | accuracy 86.325303
0607 12:17:46 PM [TRAIN] Iteration 8165 | loss 0.368641 | accuracy 86.325303
2022-06-07 12:17:46,982 [TRAIN] Iteration 8166 | loss 0.367876 | accuracy 86.377247
0607 12:17:46 PM [TRAIN] Iteration 8166 | loss 0.367876 | accuracy 86.377247
2022-06-07 12:17:47,013 [TRAIN] Iteration 8167 | loss 0.366070 | accuracy 86.458335
0607 12:17:47 PM [TRAIN] Iteration 8167 | loss 0.366070 | accuracy 86.458335
2022-06-07 12:17:47,043 [TRAIN] Iteration 8168 | loss 0.366185 | accuracy 86.449706
0607 12:17:47 PM [TRAIN] Iteration 8168 | loss 0.366185 | accuracy 86.449706
2022-06-07 12:17:47,073 [TRAIN] Iteration 8169 | loss 0.364921 | accuracy 86.529413
0607 12:17:47 PM [TRAIN] Iteration 8169 | loss 0.364921 | accuracy 86.529413
2022-06-07 12:17:47,103 [TRAIN] Iteration 8170 | loss 0.363793 | accuracy 86.578949
0607 12:17:47 PM [TRAIN] Iteration 8170 | loss 0.363793 | accuracy 86.578949
2022-06-07 12:17:47,133 [TRAIN] Iteration 8171 | loss 0.363055 | accuracy 86.598839
0607 12:17:47 PM [TRAIN] Iteration 8171 | loss 0.363055 | accuracy 86.598839
2022-06-07 12:17:47,163 [TRAIN] Iteration 8172 | loss 0.361645 | accuracy 86.647400
0607 12:17:47 PM [TRAIN] Iteration 8172 | loss 0.361645 | accuracy 86.647400
2022-06-07 12:17:47,193 [TRAIN] Iteration 8173 | loss 0.362263 | accuracy 86.637933
0607 12:17:47 PM [TRAIN] Iteration 8173 | loss 0.362263 | accuracy 86.637933
2022-06-07 12:17:47,225 [TRAIN] Iteration 8174 | loss 0.361620 | accuracy 86.657144
0607 12:17:47 PM [TRAIN] Iteration 8174 | loss 0.361620 | accuracy 86.657144
2022-06-07 12:17:47,256 [TRAIN] Iteration 8175 | loss 0.360492 | accuracy 86.704547
0607 12:17:47 PM [TRAIN] Iteration 8175 | loss 0.360492 | accuracy 86.704547
2022-06-07 12:17:47,287 [TRAIN] Iteration 8176 | loss 0.361570 | accuracy 86.638420
0607 12:17:47 PM [TRAIN] Iteration 8176 | loss 0.361570 | accuracy 86.638420
2022-06-07 12:17:47,319 [TRAIN] Iteration 8177 | loss 0.360872 | accuracy 86.657305
0607 12:17:47 PM [TRAIN] Iteration 8177 | loss 0.360872 | accuracy 86.657305
2022-06-07 12:17:47,351 [TRAIN] Iteration 8178 | loss 0.361960 | accuracy 86.648046
0607 12:17:47 PM [TRAIN] Iteration 8178 | loss 0.361960 | accuracy 86.648046
2022-06-07 12:17:47,382 [TRAIN] Iteration 8179 | loss 0.361106 | accuracy 86.694446
0607 12:17:47 PM [TRAIN] Iteration 8179 | loss 0.361106 | accuracy 86.694446
2022-06-07 12:17:47,413 [TRAIN] Iteration 8180 | loss 0.359519 | accuracy 86.740333
0607 12:17:47 PM [TRAIN] Iteration 8180 | loss 0.359519 | accuracy 86.740333
2022-06-07 12:17:47,444 [TRAIN] Iteration 8181 | loss 0.361014 | accuracy 86.703298
0607 12:17:47 PM [TRAIN] Iteration 8181 | loss 0.361014 | accuracy 86.703298
2022-06-07 12:17:47,474 [TRAIN] Iteration 8182 | loss 0.359670 | accuracy 86.748635
0607 12:17:47 PM [TRAIN] Iteration 8182 | loss 0.359670 | accuracy 86.748635
2022-06-07 12:17:47,504 [TRAIN] Iteration 8183 | loss 0.359510 | accuracy 86.766306
0607 12:17:47 PM [TRAIN] Iteration 8183 | loss 0.359510 | accuracy 86.766306
2022-06-07 12:17:47,535 [TRAIN] Iteration 8184 | loss 0.360407 | accuracy 86.702704
0607 12:17:47 PM [TRAIN] Iteration 8184 | loss 0.360407 | accuracy 86.702704
2022-06-07 12:17:47,568 [TRAIN] Iteration 8185 | loss 0.361798 | accuracy 86.693550
0607 12:17:47 PM [TRAIN] Iteration 8185 | loss 0.361798 | accuracy 86.693550
2022-06-07 12:17:47,601 [TRAIN] Iteration 8186 | loss 0.363178 | accuracy 86.657756
0607 12:17:47 PM [TRAIN] Iteration 8186 | loss 0.363178 | accuracy 86.657756
2022-06-07 12:17:47,632 [TRAIN] Iteration 8187 | loss 0.363073 | accuracy 86.648938
0607 12:17:47 PM [TRAIN] Iteration 8187 | loss 0.363073 | accuracy 86.648938
2022-06-07 12:17:47,663 [TRAIN] Iteration 8188 | loss 0.365019 | accuracy 86.560848
0607 12:17:47 PM [TRAIN] Iteration 8188 | loss 0.365019 | accuracy 86.560848
2022-06-07 12:17:47,694 [TRAIN] Iteration 8189 | loss 0.365674 | accuracy 86.552633
0607 12:17:47 PM [TRAIN] Iteration 8189 | loss 0.365674 | accuracy 86.552633
2022-06-07 12:17:47,726 [TRAIN] Iteration 8190 | loss 0.365771 | accuracy 86.570682
0607 12:17:47 PM [TRAIN] Iteration 8190 | loss 0.365771 | accuracy 86.570682
2022-06-07 12:17:47,757 [TRAIN] Iteration 8191 | loss 0.365968 | accuracy 86.562502
0607 12:17:47 PM [TRAIN] Iteration 8191 | loss 0.365968 | accuracy 86.562502
2022-06-07 12:17:47,791 [TRAIN] Iteration 8192 | loss 0.365805 | accuracy 86.554406
0607 12:17:47 PM [TRAIN] Iteration 8192 | loss 0.365805 | accuracy 86.554406
2022-06-07 12:17:47,826 [TRAIN] Iteration 8193 | loss 0.366288 | accuracy 86.520620
0607 12:17:47 PM [TRAIN] Iteration 8193 | loss 0.366288 | accuracy 86.520620
2022-06-07 12:17:47,857 [TRAIN] Iteration 8194 | loss 0.365685 | accuracy 86.564104
0607 12:17:47 PM [TRAIN] Iteration 8194 | loss 0.365685 | accuracy 86.564104
2022-06-07 12:17:47,888 [TRAIN] Iteration 8195 | loss 0.365194 | accuracy 86.581634
0607 12:17:47 PM [TRAIN] Iteration 8195 | loss 0.365194 | accuracy 86.581634
2022-06-07 12:17:47,918 [TRAIN] Iteration 8196 | loss 0.365107 | accuracy 86.573606
0607 12:17:47 PM [TRAIN] Iteration 8196 | loss 0.365107 | accuracy 86.573606
2022-06-07 12:17:47,949 [TRAIN] Iteration 8197 | loss 0.367203 | accuracy 86.515153
0607 12:17:47 PM [TRAIN] Iteration 8197 | loss 0.367203 | accuracy 86.515153
2022-06-07 12:17:47,979 [TRAIN] Iteration 8198 | loss 0.367863 | accuracy 86.507539
0607 12:17:47 PM [TRAIN] Iteration 8198 | loss 0.367863 | accuracy 86.507539
2022-06-07 12:17:48,010 [TRAIN] Iteration 8199 | loss 0.367681 | accuracy 86.525002
0607 12:17:48 PM [TRAIN] Iteration 8199 | loss 0.367681 | accuracy 86.525002
2022-06-07 12:17:48,041 [TRAIN] Iteration 8200 | loss 0.366585 | accuracy 86.567166
0607 12:17:48 PM [TRAIN] Iteration 8200 | loss 0.366585 | accuracy 86.567166
2022-06-07 12:17:48,071 [TRAIN] Iteration 8201 | loss 0.365635 | accuracy 86.608912
0607 12:17:48 PM [TRAIN] Iteration 8201 | loss 0.365635 | accuracy 86.608912
2022-06-07 12:17:48,102 [TRAIN] Iteration 8202 | loss 0.364775 | accuracy 86.650248
0607 12:17:48 PM [TRAIN] Iteration 8202 | loss 0.364775 | accuracy 86.650248
2022-06-07 12:17:48,134 [TRAIN] Iteration 8203 | loss 0.363336 | accuracy 86.715688
0607 12:17:48 PM [TRAIN] Iteration 8203 | loss 0.363336 | accuracy 86.715688
2022-06-07 12:17:48,164 [TRAIN] Iteration 8204 | loss 0.362917 | accuracy 86.756099
0607 12:17:48 PM [TRAIN] Iteration 8204 | loss 0.362917 | accuracy 86.756099
2022-06-07 12:17:48,198 [TRAIN] Iteration 8205 | loss 0.362408 | accuracy 86.771846
0607 12:17:48 PM [TRAIN] Iteration 8205 | loss 0.362408 | accuracy 86.771846
2022-06-07 12:17:48,231 [TRAIN] Iteration 8206 | loss 0.362561 | accuracy 86.739132
0607 12:17:48 PM [TRAIN] Iteration 8206 | loss 0.362561 | accuracy 86.739132
2022-06-07 12:17:48,263 [TRAIN] Iteration 8207 | loss 0.361992 | accuracy 86.730771
0607 12:17:48 PM [TRAIN] Iteration 8207 | loss 0.361992 | accuracy 86.730771
2022-06-07 12:17:48,296 [TRAIN] Iteration 8208 | loss 0.362252 | accuracy 86.698566
0607 12:17:48 PM [TRAIN] Iteration 8208 | loss 0.362252 | accuracy 86.698566
2022-06-07 12:17:48,327 [TRAIN] Iteration 8209 | loss 0.362929 | accuracy 86.690478
0607 12:17:48 PM [TRAIN] Iteration 8209 | loss 0.362929 | accuracy 86.690478
2022-06-07 12:17:48,358 [TRAIN] Iteration 8210 | loss 0.362084 | accuracy 86.729859
0607 12:17:48 PM [TRAIN] Iteration 8210 | loss 0.362084 | accuracy 86.729859
2022-06-07 12:17:48,389 [TRAIN] Iteration 8211 | loss 0.361780 | accuracy 86.745285
0607 12:17:48 PM [TRAIN] Iteration 8211 | loss 0.361780 | accuracy 86.745285
2022-06-07 12:17:48,422 [TRAIN] Iteration 8212 | loss 0.361727 | accuracy 86.760565
0607 12:17:48 PM [TRAIN] Iteration 8212 | loss 0.361727 | accuracy 86.760565
2022-06-07 12:17:48,453 [TRAIN] Iteration 8213 | loss 0.360563 | accuracy 86.822431
0607 12:17:48 PM [TRAIN] Iteration 8213 | loss 0.360563 | accuracy 86.822431
2022-06-07 12:17:48,484 [TRAIN] Iteration 8214 | loss 0.360321 | accuracy 86.837211
0607 12:17:48 PM [TRAIN] Iteration 8214 | loss 0.360321 | accuracy 86.837211
2022-06-07 12:17:48,516 [TRAIN] Iteration 8215 | loss 0.360491 | accuracy 86.851853
0607 12:17:48 PM [TRAIN] Iteration 8215 | loss 0.360491 | accuracy 86.851853
2022-06-07 12:17:48,547 [TRAIN] Iteration 8216 | loss 0.359933 | accuracy 86.866361
0607 12:17:48 PM [TRAIN] Iteration 8216 | loss 0.359933 | accuracy 86.866361
2022-06-07 12:17:48,578 [TRAIN] Iteration 8217 | loss 0.360434 | accuracy 86.811928
0607 12:17:48 PM [TRAIN] Iteration 8217 | loss 0.360434 | accuracy 86.811928
2022-06-07 12:17:48,610 [TRAIN] Iteration 8218 | loss 0.359944 | accuracy 86.826486
0607 12:17:48 PM [TRAIN] Iteration 8218 | loss 0.359944 | accuracy 86.826486
2022-06-07 12:17:48,646 [TRAIN] Iteration 8219 | loss 0.359204 | accuracy 86.840911
0607 12:17:48 PM [TRAIN] Iteration 8219 | loss 0.359204 | accuracy 86.840911
2022-06-07 12:17:48,676 [TRAIN] Iteration 8220 | loss 0.358788 | accuracy 86.855205
0607 12:17:48 PM [TRAIN] Iteration 8220 | loss 0.358788 | accuracy 86.855205
2022-06-07 12:17:48,707 [TRAIN] Iteration 8221 | loss 0.359080 | accuracy 86.846848
0607 12:17:48 PM [TRAIN] Iteration 8221 | loss 0.359080 | accuracy 86.846848
2022-06-07 12:17:48,739 [TRAIN] Iteration 8222 | loss 0.358292 | accuracy 86.860988
0607 12:17:48 PM [TRAIN] Iteration 8222 | loss 0.358292 | accuracy 86.860988
2022-06-07 12:17:48,771 [TRAIN] Iteration 8223 | loss 0.358388 | accuracy 86.852680
0607 12:17:48 PM [TRAIN] Iteration 8223 | loss 0.358388 | accuracy 86.852680
2022-06-07 12:17:48,804 [TRAIN] Iteration 8224 | loss 0.357859 | accuracy 86.866668
0607 12:17:48 PM [TRAIN] Iteration 8224 | loss 0.357859 | accuracy 86.866668
2022-06-07 12:17:48,836 [TRAIN] Iteration 8225 | loss 0.357665 | accuracy 86.902656
0607 12:17:48 PM [TRAIN] Iteration 8225 | loss 0.357665 | accuracy 86.902656
2022-06-07 12:17:48,869 [TRAIN] Iteration 8226 | loss 0.357669 | accuracy 86.938328
0607 12:17:48 PM [TRAIN] Iteration 8226 | loss 0.357669 | accuracy 86.938328
2022-06-07 12:17:48,904 [TRAIN] Iteration 8227 | loss 0.357397 | accuracy 86.951756
0607 12:17:48 PM [TRAIN] Iteration 8227 | loss 0.357397 | accuracy 86.951756
2022-06-07 12:17:48,936 [TRAIN] Iteration 8228 | loss 0.356836 | accuracy 86.965067
0607 12:17:48 PM [TRAIN] Iteration 8228 | loss 0.356836 | accuracy 86.965067
2022-06-07 12:17:48,967 [TRAIN] Iteration 8229 | loss 0.356439 | accuracy 86.978262
0607 12:17:48 PM [TRAIN] Iteration 8229 | loss 0.356439 | accuracy 86.978262
2022-06-07 12:17:48,997 [TRAIN] Iteration 8230 | loss 0.356541 | accuracy 86.969699
0607 12:17:48 PM [TRAIN] Iteration 8230 | loss 0.356541 | accuracy 86.969699
2022-06-07 12:17:49,028 [TRAIN] Iteration 8231 | loss 0.357201 | accuracy 86.961208
0607 12:17:49 PM [TRAIN] Iteration 8231 | loss 0.357201 | accuracy 86.961208
2022-06-07 12:17:49,060 [TRAIN] Iteration 8232 | loss 0.357157 | accuracy 86.952791
0607 12:17:49 PM [TRAIN] Iteration 8232 | loss 0.357157 | accuracy 86.952791
2022-06-07 12:17:49,091 [TRAIN] Iteration 8233 | loss 0.358745 | accuracy 86.880343
0607 12:17:49 PM [TRAIN] Iteration 8233 | loss 0.358745 | accuracy 86.880343
2022-06-07 12:17:49,125 [TRAIN] Iteration 8234 | loss 0.358064 | accuracy 86.914895
0607 12:17:49 PM [TRAIN] Iteration 8234 | loss 0.358064 | accuracy 86.914895
